id,title,year
1095,Glengarry Glen Ross,1992
1096,Sophie's Choice,1982
1097,E.T.: The Extra-Terrestrial,1982
1098,The Search for One-eye Jimmy,1994
1099,A Christmas Carol,1984
1100,Days of Thunder,1990
1101,Top Gun,1986
1102,American Strays,1996
1103,Rebel Without a Cause,1955
1104,A Streetcar Named Desire,1951
1105,Children of the Corn: The Gathering,1996
1107,Loser,2000
1111,Microcosmos: Le peuple de l'herbe,1996
1112,Palookaville,1995
1113,The Associate,1996
1114,The Funeral,1996
1115,Sleepover,2004
1116,La fille seule,1995
1117,Le huitième jour,1996
1119,Punch-Drunk Love,2002
1120,The People vs. Larry Flynt,1996
1121,Glory Daze,1995
1123,A Perfect Candidate,1996
1124,On Golden Pond,1981
1125,The Return of the Pink Panther,1975
1126,Drop Dead Fred,1991
1127,The Abyss,1989
1128,The Fog,2005
1129,Escape from New York,1981
1130,The Howling,1981
1131,Jean de Florette,1986
1132,Manon des sources,1986
1133,Kinsey,2004
1135,Private Benjamin,1980
1136,Monty Python and the Holy Grail,1975
1137,Hustler White,1996
1138,Dadetown,1995
1139,Everything Relative,1996
1140,Entertaining Angels: The Dorothy Day Story,1996
1142,Get Over It,2001
1143,Trois vies & une seule mort,1996
1144,The Line King: The Al Hirschfeld Story,1996
1146,Curtis's Charm,1995
1147,When We Were Kings,1996
1148,Wallace & Gromit in The Wrong Trousers,1993
1149,JLG/JLG - autoportrait de décembre,1994
1150,Le retour de Martin Guerre,1982
1151,Faust: Love of the Damned,2000
1152,He Walked by Night,1948
1153,Raw Deal,1986
1154,T-Men,1947
1156,I bambini ci guardano,1944
1157,La symphonie pastorale,1946
1161,Die Blechtrommel,1979
1162,The Ruling Class,1972
1163,Mina Tannenbaum,1994
1164,2 ou 3 choses que je sais d'elle,1967
1167,Dear God,1996
1168,Bad Moon,1996
1169,"Hollywoodism: Jews, Movies and the American Dream",1998
1170,Best of the Best 3: No Turning Back,1995
1171,Bob Roberts,1992
1172,Nuovo Cinema Paradiso,1988
1173,The Cook the Thief His Wife & Her Lover,1989
1174,Grosse fatigue,1994
1175,Delicatessen,1991
1176,La double vie de Véronique,1991
1177,Enchanted April,1992
1178,Paths of Glory,1957
1179,The Grifters,1990
1180,Hear My Song,1991
1183,The English Patient,1996
1184,Mediterraneo,1991
1185,My Left Foot: The Story of Christy Brown,1989
1186,"Sex, Lies, and Videotape",1989
1187,Passion Fish,1992
1188,Strictly Ballroom,1992
1189,The Thin Blue Line,1988
1190,Átame!,1990
1191,Madonna: Truth or Dare,1991
1192,Paris Is Burning,1990
1193,One Flew Over the Cuckoo's Nest,1975
1194,Up in Smoke,1978
1196,Star Wars: Episode V - The Empire Strikes Back,1980
1197,The Princess Bride,1987
1198,Raiders of the Lost Ark,1981
1199,Brazil,1985
1200,Aliens,1986
1201,"Il buono, il brutto, il cattivo.",1966
1202,Withnail & I,1987
1203,12 Angry Men,1957
1204,Lawrence of Arabia,1962
1206,A Clockwork Orange,1971
1207,To Kill a Mockingbird,1962
1208,Apocalypse Now,1979
1209,C'era una volta il West,1968
1210,Star Wars: Episode VI - Return of the Jedi,1983
1211,Der Himmel über Berlin,1987
1212,The Third Man,1949
1213,Goodfellas,1990
1214,Alien,1979
1215,Army of Darkness,1992
1216,Le grand bleu,1988
1217,Ran,1985
1218,Dip huet seung hung,1989
1219,Psycho,1960
1220,The Blues Brothers,1980
1221,The Godfather: Part II,1974
1222,Full Metal Jacket,1987
1223,A Grand Day Out with Wallace and Gromit,1989
1224,Henry V,1989
1225,Amadeus,1984
1226,The Quiet Man,1952
1227,Once Upon a Time in America,1984
1228,Raging Bull,1980
1230,Annie Hall,1977
1231,The Right Stuff,1983
1232,Stalker,1979
1233,Das Boot,1981
1234,The Sting,1973
1235,Harold and Maude,1971
1236,Trust the Man,2005
1237,Det sjunde inseglet,1957
1238,Local Hero,1983
1240,Terminator Salvation,2009
1241,Braindead,1992
1242,Glory,1989
1243,Rosencrantz & Guildenstern Are Dead,1990
1244,Manhattan,1979
1245,Miller's Crossing,1990
1246,Dead Poets Society,1989
1247,The Graduate,1967
1248,Touch of Evil,1958
1249,La Femme Nikita,1997
1250,The Bridge on the River Kwai,1957
1251,8½,1963
1252,Chinatown,1974
1253,The Day the Earth Stood Still,1951
1254,The Treasure of the Sierra Madre,1948
1255,Bad Taste,1987
1256,Duck Soup,1933
1257,Better Off Dead...,1985
1258,The Shining,1980
1259,Stand by Me,1986
1260,M,1931
1261,Evil Dead II,1987
1262,The Great Escape,1963
1263,The Deer Hunter,1978
1264,Diva,1981
1265,Groundhog Day,1993
1266,Unforgiven,1992
1267,The Manchurian Candidate,1962
1268,Pump Up the Volume,1990
1269,Arsenic and Old Lace,1944
1270,Back to the Future,1985
1271,Fried Green Tomatoes,1991
1272,Patton,1970
1273,Down by Law,1986
1274,Akira,1988
1275,Highlander,1986
1276,Cool Hand Luke,1967
1277,Cyrano de Bergerac,1950
1278,Young Frankenstein,1974
1279,Night on Earth,1991
1280,Da hong deng long gao gao gua,1991
1281,The Great Dictator,1940
1282,Fantasia,1940
1283,High Noon,1952
1284,The Big Sleep,1946
1285,Heathers,1989
1286,Somewhere in Time,1980
1287,Ben-Hur,1959
1288,This Is Spinal Tap,1984
1289,Koyaanisqatsi,1982
1290,Some Kind of Wonderful,1987
1291,Indiana Jones and the Last Crusade,1989
1292,Being There,1979
1293,Gandhi,1982
1295,The Unbearable Lightness of Being,1988
1296,A Room with a View,1985
1297,Real Genius,1985
1298,Pink Floyd The Wall,1982
1299,The Killing Fields,1984
1300,Mitt liv som hund,1985
1301,Forbidden Planet,1956
1302,Field of Dreams,1989
1303,The Man Who Would Be King,1975
1304,Butch Cassidy and the Sundance Kid,1969
1305,"Paris, Texas",1984
1306,Bis ans Ende der Welt,1991
1307,When Harry Met Sally...,1989
1310,Hype!,1996
1311,Santa with Muscles,1996
1312,Female Perversions,1996
1313,Mad Dog Time,1996
1314,Breathing Room,2008
1317,I'm Not Rappaport,1996
1318,Blue Juice,1995
1320,Alien³,1992
1321,An American Werewolf in London,1981
1322,Amityville 1992: It's About Time,1992
1323,Amityville 3-D,1983
1324,Amityville: Dollhouse,1996
1325,Amityville: A New Generation,1993
1326,Amityville II: The Possession,1982
1327,The Amityville Horror,2005
1328,The Amityville Curse,1990
1329,Blood for Dracula,1974
1330,April Fool's Day,2008
1331,Audrey Rose,1977
1332,Believers,2007
1333,The Birds,1963
1334,The Blob,1988
1335,Blood Beach,1980
1336,Body Parts,1991
1337,Invasion of the Body Snatchers,1956
1339,Dracula,1931
1340,Bride of Frankenstein,1935
1341,Burnt Offerings,1976
1342,Candyman,1992
1343,Cape Fear,1991
1344,Cape Fear,1991
1345,Carrie,1976
1346,Cat People,1982
1347,A Nightmare on Elm Street,1984
1348,"Nosferatu, eine Symphonie des Grauens",1922
1349,Nosferatu a Venezia,1988
1350,The Omen,1976
1351,Blood and Wine,1996
1352,Albino Alligator,1996
1353,The Mirror Has Two Faces,1996
1354,Breaking the Waves,1996
1355,Nochnoy dozor,2004
1356,Star Trek: First Contact,1996
1357,Shine,1996
1358,Sling Blade,1996
1359,Jingle All the Way,1996
1361,Paradise Lost: The Child Murders at Robin Hood Hills,1996
1363,The Preacher's Wife,1996
1364,Kjærlighetens kjøtere,1995
1365,Ridicule,1996
1366,The Crucible,1996
1367,One Hundred and One Dalmatians,1961
1369,J'ai pas sommeil,1994
1370,Die Hard,1988
1371,Star Trek: The Motion Picture,1979
1372,Star Trek VI: The Undiscovered Country,1991
1373,Star Trek V: The Final Frontier,1989
1374,Star Trek: The Wrath of Khan,1982
1375,Star Trek III: The Search for Spock,1984
1376,Star Trek IV: The Voyage Home,1986
1377,Batman Returns,1992
1378,Young Guns,1988
1379,Young Guns II,1990
1380,Grease,1978
1381,Grease,1978
1382,Marked for Death,1990
1383,Adrenalin: Fear the Rush,1996
1384,The Substance of Fire,1996
1385,Under Siege,1992
1386,Terror in a Texas Town,1958
1387,Jaws,1975
1388,Jaws,1975
1389,Jaws 3-D,1983
1390,My Fellow Americans,1996
1391,Mars Attacks!,1996
1392,Citizen Ruth,1996
1393,Jerry Maguire,1996
1394,Raising Arizona,1987
1395,Tin Men,1987
1396,Sneakers,1992
1397,Bastard Out of Carolina,1996
1398,In Love and War,1996
1399,Marvin's Room,1996
1401,Ghosts of Mississippi,1996
1404,Night Falls on Manhattan,1996
1405,Beavis and Butt-Head Do America,1996
1406,La cérémonie,1995
1407,Scream,1996
1408,The Last of the Mohicans,1992
1409,Michael Clayton,2007
1410,The Evening Star,1996
1411,Hamlet,1996
1412,Some Mother's Son,1996
1413,The Whole Wide World,1996
1414,The Mother,2003
1415,Les voleurs,1996
1416,Evita,1996
1417,The Portrait of a Lady,1996
1419,Walkabout,1971
1420,Message to Love: The Isle of Wight Festival,1997
1421,The Grateful Dead,1977
1422,Murder at 1600,1997
1423,Hearts and Minds,1974
1425,Fierce Creatures,1997
1426,Zeus and Roxanne,1997
1427,Turbulence,1997
1428,Angel Baby,1995
1429,Ging chaat goo si 4: Ji gaan daan yam mo,1996
1430,Underworld,2003
1431,Beverly Hills Ninja,1997
1432,Metro,1997
1433,The Time Machine,2002
1434,The Strangers,2008
1437,The Cement Garden,1993
1438,Dante's Peak,1997
1439,Meet Wally Sparks,1997
1440,Amos & Andrew,1993
1441,Benny & Joon,1993
1442,Prefontaine,1997
1444,Guantanamera,1995
1445,McHale's Navy,1997
1446,Kolja,1996
1447,Gridlock'd,1997
1449,Waiting for Guffman,1996
1450,Kavkazskiy plennik,1996
1453,The Beautician and the Beast,1997
1454,SubUrbia,1996
1455,Hotel de Love,1996
1456,The Pest,1997
1457,Fools Rush In,1997
1458,Touch,1997
1459,Absolute Power,1997
1460,That Darn Cat,1997
1461,Vegas Vacation,1997
1463,That Old Feeling,1997
1464,Lost Highway,1997
1465,Rosewood,1997
1466,Donnie Brasco,1997
1468,Booty Call,1997
1471,Boys Life 2,1997
1472,City of Industry,1997
1473,Children of Men,2006
1474,Jungle 2 Jungle,1997
1475,Kama Sutra: A Tale of Love,1996
1476,Private Parts,1997
1477,Love Jones,1997
1479,The Saint,1997
1480,Smilla's Sense of Snow,1997
1482,Van Helsing,2004
1483,Crash,2004
1484,The Daytrippers,1996
1485,Liar Liar,1997
1486,The Quiet Room,1996
1487,Selena,1997
1488,The Devil's Own,1997
1489,Cats Don't Dance,1997
1490,B*A*P*S,1997
1493,Love and Other Catastrophes,1996
1495,Turbo: A Power Rangers Movie,1997
1496,Anna Karenina,1935
1497,Double Team,1997
1498,Inventing the Abbotts,1997
1499,Anaconda,1997
1500,Grosse Pointe Blank,1997
1501,Keys to Tulsa,1996
1502,KISS Meets the Phantom of the Park,1978
1503,8 Heads in a Duffel Bag,1997
1504,Hollow Reed,1996
1507,Paradise Road,1997
1508,The Time Traveler's Wife,2009
1509,Walk All Over Me,2007
1510,A Brother's Kiss,1997
1511,Shekvarebuli kulinaris ataserti retsepti,1996
1513,Romy and Michele's High School Reunion,1997
1514,Feng yue,1996
1515,Volcano,1997
1516,Children of the Revolution,1996
1517,Austin Powers: International Man of Mystery,1997
1518,Mujeres al borde de un ataque de nervios,1988
1519,Broken English,2007
1520,The Ten Commandments,1956
1522,Ripe,1996
1523,"Truth or Consequences, N.M.",1997
1525,Warriors of Virtue,1997
1526,Fathers' Day,1997
1527,The Fifth Element,1997
1528,Intimate Relations,1996
1529,Nirgendwo in Afrika,2001
1531,Losing Chase,1996
1532,Sprung,1997
1533,La promesse,1996
1534,Le bonheur,1965
1535,Love! Valour! Compassion!,1997
1537,Shall we dansu?,1996
1538,The Second Jungle Book: Mowgli & Baloo,1997
1539,Twin Town,1997
1541,Addicted to Love,1997
1542,Brassed Off,1996
1543,The Designated Mourner,1997
1544,The Lost World: Jurassic Park,1997
1545,Ponette,1996
1546,Schizopolis,1996
1547,Saving Shiloh,2006
1548,The War at Home,2005
1549,Rough Magic,1995
1550,Trial and Error,1997
1551,Buddy,1997
1552,Con Air,1997
1554,The Pillow Book,1996
1555,En avoir (ou pas),1995
1556,Speed 2: Cruise Control,1997
1558,Sudden Manhattan,1996
1561,Wedding Bell Blues,1996
1562,Batman & Robin,1997
1563,Dream with the Fishes,1997
1564,Roseanna's Grave,1997
1565,Head Above Water,1996
1566,Hercules,1997
1567,The Last Time I Committed Suicide,1997
1568,"Murder Me, Murder You",1983
1569,My Best Friend's Wedding,1997
1570,Tetsuo II: Body Hammer,1992
1571,Chacun cherche son chat,1996
1572,Le mépris,1963
1573,Face/Off,1997
1574,The Fall,2006
1575,Gabbeh,1996
1580,Men in Black,1997
1581,Out to Sea,1997
1582,Wild America,1997
1583,A Simple Wish,1997
1584,Contact,1997
1585,Love Serenade,1996
1586,G.I. Jane,1997
1587,Conan the Barbarian,1982
1588,George of the Jungle,1997
1589,Cop Land,1997
1590,Event Horizon,1997
1591,Spawn,1997
1592,Air Bud,1997
1593,Picture Perfect,1997
1594,In the Company of Men,1997
1595,Free Willy 3: The Rescue,1997
1596,Career Girls,1997
1597,Conspiracy Theory,1997
1598,Desperate Measures,1998
1599,Steel Magnolias,1989
1600,She's So Lovely,1997
1601,Hoodlum,1997
1602,Leave It to Beaver,1997
1603,Mimic,1997
1604,Money Talks,1997
1605,Excess Baggage,1997
1606,Kull the Conqueror,1997
1608,Air Force One,1997
1609,One Eight Seven,1997
1610,The Hunt for Red October,1990
1611,My Own Private Idaho,1991
1612,"Kiss Me, Guido",1997
1613,Star Maps,1997
1614,In & Out,1997
1615,The Edge,1997
1616,The Peacemaker,1997
1617,L.A. Confidential,1997
1619,Seven Years in Tibet,1997
1620,Kiss the Girls,1997
1621,Soul Food,1997
1622,Kicked in the Head,1997
1623,Wishmaster,1997
1624,A Thousand Acres,1997
1625,The Game,1997
1626,Fire Down Below,1997
1627,U Turn,1997
1628,The Day of the Locust,1975
1629,The MatchMaker,1997
1631,The Assignment,1997
1632,A Smile Like Yours,1997
1633,Ulee's Gold,1997
1635,The Ice Storm,1997
1636,Stag,1997
1639,Chasing Amy,1997
1640,How to Be a Player,1997
1641,The Full Monty,1997
1642,Indian Summer,1996
1643,Mrs Brown,1997
1644,I Know What You Did Last Summer,1997
1645,The Devil's Advocate,1997
1646,RocketMan,1997
1647,Playing God,1997
1648,The House of Yes,1997
1649,"Fast, Cheap & Out of Control",1997
1650,Washington Square,1997
1651,Telling Lies in America,1997
1652,Year of the Horse,1997
1653,Gattaca,1997
1654,FairyTale: A True Story,1997
1655,The Phantom of the Opera,2004
1656,Swept from the Sea,1997
1657,Wonderland,2003
1658,A Life Less Ordinary,1997
1659,The Hurricane,1999
1660,Eve's Bayou,1997
1661,Switchback,1997
1662,Gang Related,1997
1663,Stripes,1981
1665,Bean,1997
1666,Hugo Pool,1997
1667,Mad City,1997
1668,One Night Stand,1997
1669,The Tango Lesson,1997
1670,Welcome to Sarajevo,1997
1671,Deceiver,1997
1672,The Rainmaker,1997
1673,Boogie Nights,1997
1674,Witness,1985
1675,Incognito,1997
1676,Starship Troopers,1997
1677,Critical Care,1997
1678,The Joy Luck Club,1993
1679,Chairman of the Board,1998
1680,Sliding Doors,1998
1681,Mortal Kombat: Annihilation,1997
1682,The Truman Show,1998
1683,The Wings of the Dove,1997
1684,Mrs Dalloway,1997
1685,"I Love You, I Love You Not",1996
1686,Red Corner,1997
1687,The Jackal,1997
1688,Anastasia,1997
1689,The Man Who Knew Too Little,1997
1690,Alien³,1992
1692,Alien Escape,1997
1693,Amistad,1997
1694,The Apostle,1997
1695,Artemisia,1997
1696,Bent,1997
1698,Les Boys,1997
1699,The Butcher Boy,1997
1701,Deconstructing Harry,1997
1702,Flubber,1997
1703,For Richer or Poorer,1997
1704,Good Will Hunting,1997
1707,Home Alone 3,1997
1708,Ill Gotten Gains,1997
1709,Legal Deceit,1997
1710,Man of Her Dreams,1997
1711,Midnight in the Garden of Good and Evil,1997
1713,Mousehunt,1997
1714,Never Met Picasso,1996
1715,Office Killer,1997
1716,"Other Voices, Other Rooms",1995
1717,Scream 2,1997
1719,The Sweet Hereafter,1997
1720,Time Tracers,1997
1721,Titanic,1997
1722,Tomorrow Never Dies,1997
1723,Twisted,2004
1725,The Education of Little Tree,1997
1726,The Postman,1997
1727,The Horse Whisperer,1998
1728,The Winter Guest,1997
1729,Jackie Brown,1997
1730,Kundun,1997
1731,Mr. Magoo,1997
1732,The Big Lebowski,1998
1733,Afterglow,1997
1734,Ma vie en rose,1997
1735,Great Expectations,1998
1739,3 Ninjas: High Noon at Mega Mountain,1998
1740,Men of Means,1999
1742,Caught Up,1998
1743,Arguing the World,1998
1744,Firestorm,1998
1746,Senseless,1998
1747,Wag the Dog,1997
1748,Dark City,1998
1749,The Leading Man,1996
1750,Star Kid,1997
1752,A Hard Rain's Gonna Fall,2008
1753,Half Baked,1998
1754,Fallen,1998
1755,Shooting Fish,1997
1756,The Prophecy II,1998
1757,Duo luo tian shi,1995
1759,"O Que É Isso, Companheiro?",1997
1760,Spice World,1997
1762,Deep Rising,1998
1765,A Letter from Death Row,1998
1767,Music from Another Room,1998
1769,The Replacement Killers,1998
1770,B. Monkey,1998
1771,The Night Flier,1997
1772,Blues Brothers 2000,1998
1773,Tokyo Fist,1995
1774,Zardoz,1974
1776,Joy Ride,2001
1777,The Wedding Singer,1998
1779,Sphere,1998
1780,Ayn Rand: A Sense of Life,1997
1781,A Further Gesture,1997
1782,Little City,1997
1783,Palmetto,1998
1784,As Good as It Gets,1997
1785,King of New York,1990
1788,Men with Guns,1997
1789,The Sadness of Sex,1995
1791,Twilight,2008
1792,U.S. Marshals,1998
1793,Welcome to Woop Woop,1997
1794,Love and Death on Long Island,1997
1795,El callejón de los milagros,1995
1796,In God's Hands,1998
1797,Everest,1998
1798,Hush,1998
1799,Suicide Kings,1997
1801,The Man in the Iron Mask,1998
1804,The Newton Boys,1998
1805,Where the Wild Things Are,2009
1806,Paulie,1998
1807,"A Cool, Dry Place",1998
1809,Hana-bi,1997
1810,Primary Colors,1998
1811,Niagara,1953
1812,Wide Awake,1998
1814,A Price Above Rubies,1998
1815,East of Eden,1955
1816,Two Girls and a Guy,1997
1817,No Looking Back,1998
1819,Storefront Hitchcock,1998
1820,The Proposition,2005
1821,The Object of My Affection,1998
1822,Meet the Deedles,1998
1824,Homegrown,1998
1825,The Players Club,1998
1826,Barney's Great Adventure,1998
1827,Big,1988
1829,Chinese Box,1997
1831,Lost in Space,1998
1832,Heaven's Burning,1997
1833,Mercury Rising,1998
1834,The Spanish Prisoner,1997
1835,City of Angels,1998
1836,The Last Days of Disco,1998
1837,The Odd Couple II,1998
1839,My Giant,1998
1840,He Got Game,1998
1841,The Gingerbread Man,1998
1842,Illtown,1996
1843,Slappy and the Stinkers,1998
1844,Carne trémula,1997
1845,Zero Effect,1998
1846,Nil by Mouth,1997
1848,The Borrowers,1997
