rtID,rtAllCriticsRating,rtAllCriticsNumReviews,rtAllCriticsNumFresh,rtAllCriticsNumRotten,rtAllCriticsScore,rtTopCriticsRating,rtTopCriticsNumReviews,rtTopCriticsNumFresh,rtTopCriticsNumRotten,rtTopCriticsScore,rtAudienceRating,rtAudienceNumRatings,rtAudienceScore
1031385-jungle_book,7.3,27,24,3,88,0,2,1,1,50,3.5,35715,70
wonderful_horrible_life_of_leni_riefenstahl,7.6,22,21,1,95,0,4,3,1,75,3.7,257,81
lion_king,8,61,56,5,91,7.8,13,13,0,100,3.9,127550,89
little_buddha,5.8,22,14,8,63,6.4,7,4,3,57,3.1,2898,50
wes_cravens_new_nightmare,6.6,31,25,6,80,6.3,9,7,2,77,3.2,11902,65
1053779-mask,6.4,44,33,11,75,6.1,9,5,4,55,3.2,68419,66
maverick,6,37,26,11,70,7.4,6,6,0,100,3.2,11507,68
mrs_parker_and_the_vicious_circle,6.3,24,17,7,70,0,3,2,1,66,3.5,634,62
naked_gun_33_13_the_final_insult,5.6,32,17,15,53,7,7,6,1,85,2.9,10482,59
paper,6.7,31,27,4,87,6.9,7,6,1,85,3.1,1357,54
reality_bites,6,42,27,15,64,6.1,9,5,4,55,3.3,10533,74
red_rock_west,7.5,37,35,2,94,7.2,8,7,1,87,0,0,0
richie_rich,4.2,20,5,15,25,4.8,5,2,3,40,2.5,10242,38
safe_passage,5.8,12,6,6,50,0,3,1,2,33,3.4,310,59
river_wild,5.8,27,15,12,55,5.8,6,3,3,50,2.9,5610,50
1052692-1052692-speed,7.6,41,37,4,90,7.1,9,7,2,77,3.3,51008,72
speechless,3.9,25,3,22,12,3.8,6,0,6,0,2.8,683,34
timecop,5.3,38,18,20,47,5.1,9,4,5,44,2.6,6534,38
true_lies,6.4,45,31,14,68,5.4,9,5,4,55,3.2,27905,70
when_a_man_loves_a_woman,6.5,19,13,6,68,0,3,2,1,66,3.3,6791,76
1053942-wolf,5.9,48,29,19,60,5.9,8,5,3,62,2.8,6634,43
1052698-wyatt_earp,5.3,26,11,15,42,0,3,0,3,0,3.2,8070,63
1114548-bad_company,3.9,134,14,120,10,4,31,5,26,16,2.8,6415,42
man_of_no_importance,7,12,10,2,83,0,3,2,1,66,3.6,111,62
sfw,3.2,16,2,14,12,0,2,0,2,0,3,1184,49
low_down_dirty_shame,3.6,20,0,20,0,3.5,6,0,6,0,2.9,3460,58
this_boys_life,6.3,34,26,8,76,5,10,4,6,40,3.5,5072,76
1058427-colonel_chabert,7.1,6,5,1,83,0,1,1,0,100,3.6,142,59
faster_pussycat_kill_kill,6.9,25,18,7,72,0,3,2,1,66,3.8,3351,77
jasons_lyric,6,14,10,4,71,0,3,2,1,66,4,2470,87
secret_adventures_of_tom_thumb,6.3,5,4,1,80,0,0,0,0,0,0,0,0
1058516-street_fighter,2.9,24,3,21,12,0,4,0,4,0,2.2,10305,25
1010448-in_cold_blood,8.3,25,22,3,88,7.8,5,4,1,80,3.8,2614,83
desert_winds,4.3,9,2,7,22,4.5,6,2,4,33,4,36,100
fall_time,0,3,0,3,0,0,0,0,0,0,0,0,0
1037581-cape_fear,6.9,38,29,9,76,8.3,6,6,0,100,3.4,13943,74
frank-and-ollie,7.3,8,7,1,87,0,1,1,0,100,3.9,177,83
1013976-mirage,0,3,2,1,66,0,0,0,0,0,0,0,0
open_season,5.4,98,46,52,46,5.7,24,13,11,54,3.4,91895,66
brother_minister,0,1,1,0,100,0,1,1,0,100,4.2,76,90
highlander1994,0,0,0,0,0,0,0,0,0,0,0,0,0
federal_hill,6.4,15,12,3,80,6.2,9,6,3,66,3,131,41
in_the_mouth_of_madness,5,29,14,15,48,4.6,7,2,5,28,3.5,5731,73
8_seconds,5.2,12,4,8,33,0,2,0,2,0,3.6,7861,89
above_the_rim,5.4,18,10,8,55,5,6,3,3,50,3.5,4319,84
addams_family_values,6.3,35,26,9,74,5.5,7,4,3,57,3.1,21548,57
airheads,4.2,31,7,24,22,4.6,8,3,5,37,2.9,13551,51
air_up_there,4,26,6,20,23,3,6,0,6,0,2.6,2385,33
another_stakeout,3.9,21,3,18,14,0,3,1,2,33,2.5,1861,31
1051219-bad_girls,3.5,21,2,19,9,0,4,0,4,0,2.8,5946,49
vicky_cristina_barcelona,6.9,188,154,34,81,7.2,35,29,6,82,3.6,45494,73
1046435-beverly_hillbillies,3.6,28,7,21,25,4.2,8,3,5,37,2.5,4897,40
beverly_hills_cop_3,3.3,30,3,27,10,2.9,6,0,6,0,2.9,12777,50
1126533-black_friday,0,0,0,0,0,0,0,0,0,0,0,0,0
1052838-blown_away,4.8,18,5,13,27,0,3,0,3,0,2.9,3591,46
blue_chips,5.1,26,10,16,38,4.6,8,3,5,37,3,1545,50
blue-sky,6.3,18,13,5,72,0,3,2,1,66,3.2,809,52
1010678-invasion_of_the_body_snatchers,8.9,36,36,0,100,0,2,2,0,100,3.6,3820,81
boxing_helena,3.7,30,6,24,20,3.4,7,1,6,14,2.6,1775,39
bronx_tale,7.4,26,25,1,96,0,3,3,0,100,3.9,17840,89
cabin_boy,4.9,23,10,13,43,0,2,0,2,0,2.4,1694,36
calendar_girls,6.5,118,87,31,73,6.5,33,23,10,69,3.1,8453,59
carlitos_way,6.8,33,27,6,81,0,4,2,2,50,3.8,32475,88
city_slickers_ii_the_legend_of_curlys_gold,3.6,21,4,17,19,0,3,0,3,0,2.7,5885,34
1050560-clean_slate,4.1,16,3,13,18,0,2,0,2,0,2.5,630,33
1044214-cliffhanger,6.3,33,27,6,81,6.2,7,5,2,71,2.8,9768,47
coneheads,4.5,27,9,18,33,4.7,8,3,5,37,2.6,9202,37
color_of_night,3.9,26,8,18,30,0,3,0,3,0,2.7,3955,40
cops_and_robbersons,3.5,19,3,16,15,2.6,6,0,6,0,2.5,1201,26
cowboy_way,4.2,12,2,10,16,0,2,0,2,0,3,2782,61
dave,7.4,37,36,1,97,7.5,9,9,0,100,3.1,4985,63
dazed_and_confused,7.9,41,40,1,97,7.6,7,6,1,85,3.8,45956,89
demolition_man,5.6,32,20,12,62,4.2,8,3,5,37,3,16135,60
endless_summer_ii_the_the_journey_continues,5.8,14,8,6,57,5,5,2,3,40,4,802,89
even_cowgirls_get_the_blues,3.2,17,4,13,23,0,3,0,3,0,2.6,1583,31
1046049-fatal_instinct,4.2,20,4,16,20,3.6,8,1,7,12,2.6,808,36
farewell_to_my_concubine,7.4,33,29,4,87,7.2,10,8,2,80,4.1,4321,91
favor,4.9,10,3,7,30,0,3,0,3,0,2.8,891,23
fearless-a-chinese-hero,0,0,0,0,0,0,0,0,0,0,0,0,0
fear_of_a_black_hat,7,19,16,3,84,7.2,8,8,0,100,3.8,898,81
with_honors,4,21,4,17,19,0,3,0,3,0,3.3,3484,72
flesh_and_bone,6.1,23,16,7,69,0,3,1,2,33,3,851,40
widows_peak,7.1,15,15,0,100,0,3,3,0,100,3.2,348,46
1044522-firm,6.2,50,38,12,76,5,9,4,5,44,3.2,11507,61
free_willy,5.5,21,11,10,52,0,3,2,1,66,2.9,19451,48
fresh,7.5,19,17,2,89,0,3,3,0,100,4,1823,90
1046129-fugitive,7.6,52,49,3,94,8,9,9,0,100,3.6,28862,82
geronimo_an_american_legend,6.2,17,9,8,52,0,3,1,2,33,3.2,1686,53
a_perfect_getaway,5.8,124,76,48,61,5.9,29,18,11,62,3.2,102622,50
getting_even_with_dad,3.3,12,1,11,8,0,3,0,3,0,2.4,2200,29
1062542-go_fish,6.6,13,10,3,76,7.4,5,4,1,80,3.2,898,54
good_man_in_africa,4.4,8,1,7,12,0,2,0,2,0,2.9,306,34
guilty_as_sin,5.2,13,5,8,38,0,3,2,1,66,2.8,474,30
hard_target,5.2,29,14,15,48,5.6,7,4,3,57,0,0,0
1048333-heaven_and_earth,5.2,17,8,9,47,5.8,5,2,3,40,3.6,1458,71
hot_shots_part_deux,5.6,28,17,11,60,5.8,6,3,3,50,3,9890,61
live_nude_girls,4.4,8,3,5,37,0,1,1,0,100,3.2,368,46
englishman_who_went_up_a_hill_but_came_down_a_mountain,5.8,22,13,9,59,7,5,4,1,80,3,3033,50
house_of_the_spirits,5.4,14,6,8,42,0,3,1,2,33,3.7,3169,74
house_party_3,2.7,6,0,6,0,0,0,0,0,0,0,0,0
hudsucker_proxy,6.2,38,22,16,57,4.1,9,2,7,22,3.6,10291,80
ill_do_anything,5.2,17,10,7,58,0,3,3,0,100,3,481,40
in_the_army_now,2.2,21,0,21,0,2.5,5,0,5,0,2.5,3672,47
in_the_line_of_fire,7.6,41,39,2,95,8.3,7,6,1,85,3.4,7831,72
in_the_name_of_the_father,7.6,39,37,2,94,7.4,9,8,1,88,4,10715,92
inkwell,5,7,2,5,28,0,2,1,1,50,3.8,507,78
whats_love_got_to_do_with_it,7.5,33,32,1,96,8.2,7,7,0,100,3.6,9612,83
jimmy_hollywood,4.1,20,3,17,15,0,3,0,3,0,2.5,544,24
judgment_night,4.2,15,4,11,26,3.2,5,1,4,20,3.1,2059,53
jurassic_park,7.2,38,33,5,86,7.1,10,9,1,90,3.6,91260,81
kalifornia,6.2,24,16,8,66,0,2,1,1,50,3.2,9852,63
killing_zoe,5.1,25,10,15,40,0,2,0,2,0,3.4,3407,65
1046045-king_of_the_hill,7.9,25,24,1,96,7.8,7,6,1,85,3.6,963,77
1053155-lassie,6.8,8,6,2,75,0,2,2,0,100,2.9,2576,52
last_action_hero,4.9,37,14,23,37,4.6,5,1,4,20,2.6,11445,43
life_with_mikey,3.9,9,2,7,22,0,2,0,2,0,2.8,1377,39
lightning_jack,3.4,16,1,15,6,3.9,6,1,5,16,2.8,2199,43
the-thistle-and-the-lotus,0,0,0,0,0,0,0,0,0,0,0,0,0
1043960-made_in_america,3.9,28,8,20,28,0,3,1,2,33,2.5,4179,38
malice,5.8,18,10,8,55,0,3,0,3,0,3,2429,42
man_without_a_face,5.7,20,12,8,60,0,3,2,1,66,3.1,5277,63
manhattan_murder_mystery,6.9,21,19,2,90,0,3,3,0,100,3.7,4405,81
menace_ii_society,7.4,34,29,5,85,8,8,7,1,87,3.8,14420,88
executive_decision,6,37,24,13,64,6.3,10,6,4,60,2.9,5176,51
in_the_realm_of_the_senses,7.5,28,23,5,82,0,1,1,0,100,3.5,1565,67
what_happened_was,7,20,18,2,90,0,4,3,1,75,4.1,120,84
1045992-much_ado_about_nothing,7.1,41,37,4,90,6.8,8,6,2,75,3.6,9764,82
mr_jones,5.2,13,6,7,46,0,2,1,1,50,3,1067,45
mr_wonderful,5.9,18,10,8,55,6.1,5,3,2,60,3.1,870,46
mrs_doubtfire,5.7,42,27,15,64,0,2,1,1,50,3.4,61130,73
1048185-naked,8,21,19,2,90,0,2,2,0,100,4.3,3386,92
next_karate_kid,3.6,17,1,16,5,0,4,0,4,0,0,0,0
new_age,6,11,7,4,63,0,3,2,1,66,3.1,82,40
no_escape,5.1,15,8,7,53,0,3,0,3,0,3,2147,43
north,3,18,2,16,11,0,3,0,3,0,2.6,2932,32
orlando,6.2,26,21,5,80,0,2,1,1,50,3.9,2705,81
perfect_world,7.2,27,22,5,81,7.4,5,4,1,80,3.5,7814,77
philadelphia,6.5,43,32,11,74,6.7,5,4,1,80,3.7,20896,87
piano,8,45,40,5,88,9.3,7,7,0,100,3.7,12303,86
poetic_justice,4.6,14,5,9,35,0,3,1,2,33,3.4,5709,83
program,5,14,5,9,35,0,3,1,2,33,3.6,2842,77
puppet_masters,4.9,22,6,16,27,4,5,0,5,0,2.8,1068,38
radioland_murders,4,15,3,12,20,0,2,0,2,0,3.1,601,52
ref,6.6,41,32,9,78,5.6,8,4,4,50,3.3,3390,73
remains_of_the_day,8.4,38,37,1,97,8.3,8,7,1,87,3.8,6319,86
renaissance_man,4.4,18,3,15,16,0,3,0,3,0,2.9,2575,54
rising_sun,5.1,35,12,23,34,5.2,11,4,7,36,2.9,4796,47
road_to_wellville,4.9,16,7,9,43,0,2,1,1,50,2.8,1442,39
robocop_3,3.1,28,1,27,3,3,6,0,6,0,2.3,6600,21
robin_hood_men_in_tights,5.1,22,10,12,45,0,1,0,1,0,3.5,45946,79
romeo_is_bleeding,4.5,34,8,26,23,3.6,9,0,9,0,3.3,1704,62
romper_stomper,6.2,24,19,5,79,0,4,1,3,25,3.5,11581,72
ruby_in_paradise,7.8,15,14,1,93,0,2,2,0,100,3.8,186,77
rudy,6.8,34,27,7,79,6.7,8,6,2,75,3.7,21916,88
saint_of_fort_washington,6.5,9,6,3,66,0,3,2,1,66,3.9,305,84
les-nuits-fauves-savage-nights,0,0,0,0,0,0,0,0,0,0,0,0,0
schindlers_list,8.8,59,57,2,96,8.4,10,10,0,100,4.3,83125,96
last_boy_scout,5.1,30,13,17,43,0,4,2,2,50,3.3,11177,66
searching_for_bobby_fischer,8.1,33,33,0,100,8.4,8,8,0,100,3.5,3580,81
10003765-second_best,5,16,6,10,37,4.5,8,2,6,25,3,174,37
1045518-secret_garden,8.1,17,16,1,94,0,3,2,1,66,3.3,14794,72
serial_mom,5.8,44,27,17,61,4,8,1,7,12,3,6394,62
kagemusha,7.5,19,16,3,84,0,2,1,1,50,4.2,4005,91
1048267-shadowlands,8,28,27,1,96,8.8,6,6,0,100,3.9,3260,85
short_cuts,7.8,51,48,3,94,8.1,8,7,1,87,3.9,5867,87
simple_twist_of_fate,5.5,19,9,10,47,0,2,0,2,0,3.1,1672,52
sairenforbidden-siren,0,0,0,0,0,0,0,0,0,0,0,0,0
six_degrees_of_separation,7.1,30,27,3,90,0,3,1,2,33,3.3,3720,67
sleepless_in_seattle,6.5,43,31,12,72,5.6,10,6,4,60,3.3,36965,75
sliver,3.6,24,3,21,12,0,2,0,2,0,2.5,2511,34
replikator-cloned-to-kill,0,0,0,0,0,0,0,0,0,0,0,0,0
son_in_law_1993,3.8,17,4,13,23,0,3,0,3,0,2.9,5679,62
so_i_married_an_axe_murderer,5.3,30,15,15,50,5,8,3,5,37,3,11154,66
striking_distance,3.6,19,3,16,15,0,2,0,2,0,2.8,4532,39
1121056-harem,0,1,1,0,100,0,0,0,0,0,0,0,0
surviving_the_game,4.3,13,3,10,23,0,1,0,1,0,3,1673,48
terminal_velocity,3.6,20,3,17,15,0,3,0,3,0,2.6,1883,25
thirty-two-short-films-about-glenn-gould,8,17,15,2,88,0,3,3,0,100,3.8,1129,79
threesome,4.4,23,6,17,26,4.1,6,1,5,16,3,1708,52
nightmare_before_christmas,8.2,70,68,2,97,8.2,17,17,0,100,3.8,124838,89
1046772-three_musketeers,4.8,24,7,17,29,0,3,0,3,0,3.2,13783,67
tombstone,6.4,39,30,9,76,0,3,0,3,0,3.8,31660,93
true_romance,7.5,44,40,4,90,6.2,9,7,2,77,3.9,43205,90
dr_strangelove,9,58,58,0,100,8.6,8,8,0,100,4.2,33662,94
pagemaster,4.6,15,3,12,20,5,6,2,4,33,2.8,7531,49
two_days_in_paris,6.8,113,96,17,84,6.9,34,30,4,88,3.6,27100,71
forbidden_choices,0,3,1,2,33,0,0,0,0,0,0,0,0
killer_movie,0,1,0,1,0,0,0,0,0,0,0,0,0
welcome_to_the_dollhouse,7.9,46,41,5,89,8.1,7,6,1,85,3.7,6911,84
germinal,6.9,10,9,1,90,0,2,2,0,100,3.7,511,71
chaser,6.7,27,22,5,81,6.8,5,4,1,80,4,1927,88
cronos,7.3,35,31,4,88,7.8,7,6,1,85,3.5,3398,68
naked_in_new_york,6.1,11,6,5,54,0,3,1,2,33,2.9,444,34
kika,5.7,13,8,5,61,5.1,5,2,3,40,0,0,0
bhaji_on_the_beach,7.4,8,7,1,87,0,2,2,0,100,3.3,372,60
little_big_league,5.2,15,5,10,33,0,3,2,1,66,2.9,2288,50
kadisbellan-slingshot,6.9,9,8,1,88,0,1,1,0,100,3.5,76,59
wedding_gift,6,5,2,3,40,0,2,1,1,50,0,0,0
foreign_student,0,3,1,2,33,0,0,0,0,0,0,0,0
ciao_professore,6.2,7,4,3,57,0,2,1,1,50,3.6,412,71
spanking_the_monkey,7.2,21,19,2,90,0,2,2,0,100,3.1,824,52
little_rascals,3.8,10,2,8,20,0,0,0,0,0,0,0,0
andre,5.3,16,7,9,43,0,2,0,2,0,2.7,2286,52
la_scorta,5.9,7,4,3,57,0,3,0,3,0,3.3,52,59
princess_caraboo,5.7,14,8,6,57,0,3,0,3,0,3,723,43
celluloid_closet,7.8,24,23,1,95,8.6,5,5,0,100,3.9,1222,87
cafe_au_lait,5.9,6,4,2,66,0,2,1,1,50,0,0,0
caro_diario,6.7,9,6,3,66,0,2,0,2,0,4.1,936,86
brady_bunch_movie,5.7,38,23,15,60,6.4,11,7,4,63,2.4,3906,38
home_alone,5,30,14,16,46,0,2,0,2,0,3.3,66201,74
1031086-ghost,6.8,42,34,8,80,0,4,4,0,100,3.5,62365,79
terminator_2_judgment_day,8.4,42,41,1,97,7.4,11,10,1,90,3.7,77100,88
dances_with_wolves,7,46,35,11,76,6.9,10,7,3,70,3.6,28000,84
batman_the_movie,6.2,22,18,4,81,0,1,1,0,100,3,13951,51
silence_of_the_lambs,8.5,52,50,2,96,7.8,11,10,1,90,4,98921,93
the-house-of-magical-sounds,0,0,0,0,0,0,0,0,0,0,0,0,0
1038728-beauty_and_the_beast,8,57,52,5,91,7.8,18,17,1,94,3.7,81050,85
1016342-pinocchio,9,37,37,0,100,8.5,5,5,0,100,3.3,19102,66
pretty_woman,5.7,55,34,21,61,5.9,9,6,3,66,3.5,200724,68
window_to_paris,5.4,7,3,4,42,0,1,0,1,0,3.9,42,88
1059489-wild_bunch,8.8,38,37,1,97,8.2,7,6,1,85,4,8004,90
love_and_a_45,6.2,6,5,1,83,0,0,0,0,0,0,0,0
great_day_in_harlem,7.5,18,16,2,88,7.1,7,6,1,85,3.9,85,82
bye_bye_love,4.2,21,4,17,19,0,3,1,2,33,2.9,1015,49
1074374-one_fine_day,5.7,29,13,16,44,5.8,6,1,5,16,3.1,7990,63
candyman_farewell_to_the_flesh,4.9,10,4,6,40,0,1,0,1,0,2.7,4578,44
fargo,8.4,66,62,4,93,7.6,21,18,3,85,3.9,48610,91
homeward_bound_2_lost_in_san_francisco,5.7,16,9,7,56,6.4,7,5,2,71,2.9,5368,53
1068461-heavy_metal,5.7,25,15,10,60,5.4,5,3,2,60,3.3,6386,69
hellraiser-bloodline,3.5,10,3,7,30,0,1,0,1,0,2.9,4846,52
pallbearer,5,18,7,11,38,0,4,2,2,50,2.3,1285,14
loaded-2008,0,0,0,0,0,0,0,0,0,0,0,0,0
bread_and_chocolate,0,4,4,0,100,0,0,0,0,0,0,0,0
aristocats,6.1,26,17,9,65,0,4,3,1,75,3.3,23247,71
flower_of_my_secret,7,23,19,4,82,6.6,11,8,3,72,3.7,1997,75
two_much,3.6,7,1,6,14,0,3,0,3,0,2.7,947,33
cerro-torre-schrei-aus-stein-scream-of-stone,0,0,0,0,0,0,0,0,0,0,0,0,0
my_favorite_season_1993,7.3,12,11,1,91,0,3,3,0,100,0,0,0
modern_affair,0,2,0,2,0,0,1,0,1,0,3.2,63,38
halfaouine-boy-of-the-terraces,0,0,0,0,0,0,0,0,0,0,0,0,0
thin_line_between_love_and_hate,3.5,24,3,21,12,3.2,7,0,7,0,3.5,3360,73
last-supper,0,0,0,0,0,0,0,0,0,0,0,0,0
1070992-primal_fear,6.7,41,30,11,73,7.3,6,4,2,66,3.7,15640,85
rude-boy2003,0,0,0,0,0,0,0,0,0,0,0,0,0
1070604-carried_away,6,22,14,8,63,5.4,6,3,3,50,3.3,256,51
all_dogs_go_to_heaven_2,0,3,0,3,0,0,1,0,1,0,2.8,10564,48
land_and_freedom,7.8,10,8,2,80,0,2,2,0,100,4.3,1552,93
denise_calls_up,6.4,22,17,5,77,6.9,9,7,2,77,3.4,47,67
theodore_rex,0,4,0,4,0,0,0,0,0,0,0,0,0
family_thing,6.3,22,16,6,72,6.8,6,5,1,83,3.4,546,61
nina-frisk,0,0,0,0,0,0,0,0,0,0,0,0,0
sgt_bilko,4.4,36,12,24,33,5.4,10,6,4,60,2.6,3074,46
jack_and_sarah,6,11,9,2,81,0,2,1,1,50,3.6,1366,74
girl_6,4.6,32,11,21,34,4,11,1,10,9,0,0,0
1069985-diabolique,3.8,25,3,22,12,4,6,0,6,0,2.7,1450,35
little_indian_big_city,3.2,8,1,7,12,0,4,0,4,0,2.8,552,34
nelly_and_monsieur_arnaud,7.6,21,20,1,95,7.8,10,9,1,90,3.8,381,78
courage_under_fire,7.3,52,44,8,84,7.8,15,14,1,93,3.2,6918,61
mission_impossible_3,6.6,217,152,65,70,6.2,42,26,16,61,3.3,86328,69
cold_fever,7.3,10,9,1,90,0,3,3,0,100,3.9,284,81
1071414-moll_flanders,5.5,20,9,11,45,6.3,6,3,3,50,3.5,855,72
301-302,5.9,7,5,2,71,0,1,0,1,0,3.7,163,69
dragonheart,5.7,30,15,15,50,6.4,5,3,2,60,3.2,19438,63
my_mothers_courage,0,0,0,0,0,0,0,0,0,0,0,0,0
48_hrs,7.4,33,31,2,93,0,4,3,1,75,3.2,10471,61
billys_holiday,0,1,0,1,0,0,0,0,0,0,0,0,0
purple-noon,8.2,21,21,0,100,0,4,4,0,100,4,670,89
august_rush,4.8,120,44,76,36,4.4,27,7,20,25,4,105941,84
james_and_the_giant_peach,7,55,51,4,92,7.5,12,11,1,91,3,18876,55
1071258-fear,4.8,28,11,17,39,0,4,1,3,25,3.2,11285,66
kids_in_the_hall_brain_candy,4.7,33,13,20,39,4.3,9,3,6,33,3.4,2060,72
faithful,3.8,14,1,13,7,5,5,1,4,20,3.1,397,47
1088763-underground,7.5,18,15,3,83,0,4,4,0,100,4.4,6157,96
all_things_fair,0,1,1,0,100,0,0,0,0,0,0,0,0
bloodsport_ii_the_next_kumite,0,0,0,0,0,0,0,0,0,0,0,0,0
pather-panchali-song-of-the-little-road,8.9,33,32,1,96,8.6,6,6,0,100,4.5,1572,95
apur-sansar-the-world-of-apu1959,9,16,16,0,100,9.2,6,6,0,100,4.4,1009,94
mystery_science_theater_3000_the_movie,6.4,37,27,10,72,6.3,13,9,4,69,3.8,4508,86
space_jam,5.1,44,16,28,36,5.4,14,6,8,42,2.9,27911,52
barbarella,6,35,26,9,74,4.8,5,2,3,40,3,5461,55
some_folks_call_it_a_sling_blade,0,0,0,0,0,0,0,0,0,0,0,0,0
run_of_the_country,6,7,3,4,42,0,2,1,1,50,3.3,237,60
alphaville,7.9,25,21,4,84,0,2,1,1,50,3.9,4907,82
1004323-clean_slate,7.2,6,5,1,83,0,1,0,1,0,3.8,497,77
tigrero_a_film_that_was_never_made,0,2,2,0,100,0,0,0,0,0,0,0,0
eye_of_vichy,0,2,2,0,100,0,0,0,0,0,0,0,0
its_my_party,5.8,14,7,7,50,6.2,6,3,3,50,3.7,843,78
country_life,6.5,6,4,2,66,0,2,2,0,100,3.1,265,44
operation_dumbo_drop,4,24,7,17,29,0,3,2,1,66,2.4,2200,31
das-versprechen-the-promise,7,6,5,1,83,0,1,1,0,100,3.7,95,74
mrs_winterbourne,3.8,29,2,27,6,3.3,10,0,10,0,3.1,2892,60
1073182-solo,3.2,26,1,25,3,3.8,10,1,9,10,2.3,827,25
under_the_domim_tree,0,1,1,0,100,0,0,0,0,0,0,0,0
1069981-substitute,4.6,21,8,13,38,4.2,8,2,6,25,2.9,1815,44
1084928-true_crime,6,38,20,18,52,6.8,6,5,1,83,3.2,2873,51
butterfly_kiss,6.4,13,10,3,76,0,1,1,0,100,3.2,586,55
feeling_minnesota,3.8,19,3,16,15,0,4,1,3,25,2.7,2783,30
delta_of_venus,4.4,5,0,5,0,0,0,0,0,0,0,0,0
angus_thongs_and_perfect_snogging,6,24,17,7,70,0,2,1,1,50,3.9,6295,76
daens,0,0,0,0,0,0,0,0,0,0,0,0,0
faceoff,7.9,60,56,4,93,8.4,15,15,0,100,3.5,62348,81
boy-a,7.5,57,51,6,89,7.5,23,20,3,86,3.5,5895,84
galaxy_quest,7.2,111,99,12,89,6.9,27,22,5,81,3,19804,67
all-ladies-do-it,0,0,0,0,0,0,0,0,0,0,0,0,0
sunset_park,4.6,8,1,7,12,0,3,0,3,0,3.6,636,78
mulholland_falls,5.1,29,9,20,31,5.9,5,2,3,40,2.9,1519,40
truth_about_cats_and_dogs,6.7,36,30,6,83,7.6,6,5,1,83,2.9,6120,55
oliver_and_company,5.4,33,14,19,42,7.2,5,4,1,80,3.3,9618,65
celtic_pride,3.1,23,2,21,8,4.5,7,2,5,28,2.6,1756,30
1070621-flipper,4.8,17,5,12,29,5.4,5,1,4,20,2.6,6086,44
la-captive-the-captive,6.7,10,7,3,70,0,1,1,0,100,3,119,47
of_love_and_shadows,4.2,5,1,4,20,0,0,0,0,0,0,0,0
dead_man,6.8,33,23,10,69,5.8,6,2,4,33,4,16798,86
horseman_on_the_roof,6.6,20,13,7,65,6.4,5,3,2,60,3.7,1134,77
switchblade_sisters,5.4,19,10,9,52,4.4,7,2,5,28,3.5,847,69
mouth_to_mouth,5.8,9,3,6,33,0,2,1,1,50,3.3,162,56
1073317-visitors,5.4,11,4,7,36,0,3,0,3,0,3.7,3693,74
multiplicity,5.4,43,19,24,44,5.2,14,4,10,28,2.7,4648,43
the-haunted-world-of-edward-d-wood-jr,0,1,1,0,100,0,0,0,0,0,0,0,0
craft,5.4,29,13,16,44,5.5,6,2,4,33,3.1,23740,67
great_white_hype,5.1,20,9,11,45,6.6,5,3,2,60,2.7,1488,32
save_the_last_dance_for_me,0,0,0,0,0,0,0,0,0,0,0,0,0
1138201-war_stories,0,0,0,0,0,0,0,0,0,0,0,0,0
1071769-cold_comfort_farm,7.5,31,26,5,83,8.6,5,5,0,100,3.7,1564,79
the-institute-benjamenta,7.5,6,6,0,100,0,1,1,0,100,4.2,375,87
heavens_prisoners,4.1,19,3,16,15,4.9,5,1,4,20,2.7,457,25
1072011-rock,6.5,47,31,16,65,6,15,9,6,60,3.6,45013,85
getting_away_with_murder,3,7,0,7,0,0,3,0,3,0,2.8,747,29
cemetery_man,6,26,16,10,61,0,2,0,2,0,3.8,3149,78
1071167-twister,6,49,28,21,57,6.7,10,7,3,70,3.2,45771,62
le-garcu,0,0,0,0,0,0,0,0,0,0,0,0,0
ghost_in_the_shell,7.4,31,29,2,93,0,3,3,0,100,3.9,25483,87
thinner,3.8,17,3,14,17,0,3,0,3,0,2.7,3249,40
spy_hard,3.2,30,2,28,6,2.6,8,0,8,0,2.5,4450,37
brothers_in_trouble,0,3,3,0,100,0,0,0,0,0,0,0,0
wallace_and_gromit_a_close_shave,8.5,19,19,0,100,0,0,0,0,0,0,0,0
1007691-force_of_evil,8.6,12,12,0,100,0,2,2,0,100,3.7,600,74
stupids,3.1,14,3,11,21,0,2,1,1,50,2.3,2070,35
1071267-arrival,6.3,27,18,9,66,6.1,5,3,2,60,2.9,2211,41
dr_strangelove,9,58,58,0,100,8.6,8,8,0,100,4.2,33662,94
careful,6.4,11,9,2,81,0,4,3,1,75,4,200,79
month_by_the_lake,6.2,17,12,5,70,0,4,2,2,50,3.1,914,44
gold_diggers_the_secret_of_bear_mountain,6.2,8,4,4,50,0,4,1,3,25,0,0,0
1011597-kim,6.6,5,5,0,100,0,0,0,0,0,0,0,0
carmen_miranda_bananas_is_my_business,6,5,4,1,80,0,0,0,0,0,0,0,0
ashes_of_time_redux,6.6,69,54,15,78,6.7,18,14,4,77,3.6,2166,71
maya_lin_a_strong_clear_vision,7.5,6,6,0,100,0,2,2,0,100,3.8,180,72
1072969-stalingrad,7.1,7,5,2,71,0,1,1,0,100,4,2247,87
star-warpd,0,0,0,0,0,0,0,0,0,0,0,0,0
striptease,3.4,34,4,30,11,4.4,6,0,6,0,2.4,5832,28
summer_fling,0,1,1,0,100,0,0,0,0,0,0,0,0
