libro,usuario,puntuacion,svd,knn
la-danza-del-cementerio,102,6.0,6.01,6.8
identidades-asesinas,271,5.0,5.12,6.5
te-prometo-un-imperio,128,7.0,6.96,6.93
el-emulo-de-reginald-perrin,204,8.0,7.84,6.39
el-nino-con-el-pijama-de-rayas,5,7.0,7.18,8.72
belleza-roja,151,8.0,7.7,6.81
la-reina-oculta-una-dama-dos-rivales-tres-enigmas,102,6.0,6.02,6.8
el-psicoanalista,284,6.0,6.05,6.58
el-fuego,408,7.0,6.84,4.87
rapsodia-gourmet-una-golosina,88,6.0,6.23,7.25
la-celestina-comedia-o-tragicomedia-de-calisto-y-melibea,300,6.0,6.01,6.26
el-penultimo-sueno,275,7.0,7.01,6.51
donde-mueren-las-olas,309,8.0,7.53,7.5
el-silencio-de-la-ciudad-blanca-trilogia-de-la-ciudad-blanca-1,205,8.0,7.8,7.6
sombras-quemadas,201,5.0,5.25,7.26
fahrenheit-451,271,6.0,6.24,6.57
lectura-facil,204,9.0,8.67,6.39
los-cuatro-jinetes-del-apocalipsis,60,8.0,8.01,7.02
las-voces-bajas,257,6.0,6.1,6.93
harry-potter-y-las-reliquias-de-la-muerte,64,8.0,8.26,7.82
el-boligrafo-de-gel-verde,300,6.0,6.08,6.21
el-corredor-del-laberinto,2039,4.0,5.07,4.1
adulterio,714,4.0,4.27,5.73
las-ranas-tambien-se-enamoran,273,7.0,7.36,7.21
el-camino,122,9.0,8.64,7.83
el-asesinato-de-roger-ackroyd,309,8.0,8.36,8.27
anima-mundi,220,7.0,6.78,6.69
todos-los-fuegos-el-fuego,179,8.0,7.9,6.88
el-tunel,292,8.0,8.14,7.83
esperando-a-los-barbaros,201,8.0,7.87,7.26
visiones-de-robot,102,7.0,6.95,6.8
la-biblia-de-barro,2777,7.0,6.89,6.63
tormenta-de-espadas-cancion-de-hielo-y-fuego-3,151,8.0,8.13,7.21
la-trampa-dorada-la-herencia-bolena-un-legado-de-mentira-ambicion-y-venganza,302,6.0,6.03,7.2
el-secreto-del-rey-alquimista,169,4.0,4.36,6.79
los-restos-del-dia,88,10.0,9.45,7.66
sin-remedio,168,6.0,6.18,6.65
el-quinto-en-discordia,204,8.0,7.89,6.39
el-socio-1,3086,5.0,5.41,4.2
la-cara-norte-del-corazon,295,9.0,9.01,8.03
la-vida-negociable,216,6.0,6.52,7.14
el-ultimo-barco,92,9.0,8.9,7.3
la-chica-del-tren,244,5.0,5.17,6.46
sin-noticias-de-gurb,33,10.0,9.88,7.85
la-formacion-de-america-del-norte,254,6.0,6.18,7.39
bajo-el-simbolo-de-geminis,151,6.0,6.09,6.81
rialto-11-naufragio-y-pecios-de-una-libreria,297,9.0,8.79,8.28
la-sombra,179,7.0,6.9,6.88
fruta-amarga-1,302,5.0,5.17,7.2
la-amante-de-bolzano,204,8.0,7.8,6.39
fortunata-y-jacinta,1369,10.0,9.39,8.07
expiacion,85,8.0,7.69,7.21
el-asedio,304,5.0,5.1,5.83
peregrinatio,300,3.0,3.24,4.42
el-nombre-de-la-rosa,465,7.0,7.08,6.67
la-milicia-de-dios,98,4.0,4.17,6.74
un-saco-de-huesos,261,8.0,7.84,7.91
demian-historia-de-la-juventud-de-emil-sinclair,91,6.0,6.42,7.32
cualquier-otro-dia,20,8.0,8.22,7.26
escuela-de-robinsones,212,7.0,6.66,6.13
dos-dias-de-mayo,169,5.0,5.27,6.79
pastoral-americana,265,8.0,8.31,8.09
fue-el,88,8.0,8.05,7.25
desde-mi-cielo,2431,2.0,2.49,1.19
como-una-novela,169,6.0,6.1,6.79
sushi-para-principiantes,209,6.0,5.88,5.96
dracula,85,6.0,6.77,7.23
el-imperio-del-sol,201,5.0,5.35,7.26
el-pistolero-la-torre-oscura-i,253,8.0,8.08,7.63
el-zorro-artico-skugga-baldur,88,9.0,8.61,7.25
thor-1-dioses-errantes,102,7.0,6.99,6.8
el-vino-de-la-soledad,201,8.0,7.91,7.26
a-la-sombra-del-granado,4,8.0,7.87,6.16
el-eco-negro,309,8.0,7.84,7.56
la-chica-que-amaba-a-tom-gordon,61,5.0,5.17,4.35
jim-boton-y-los-trece-salvajes,284,6.0,6.0,6.25
la-marca-del-meridiano,35,8.0,8.06,7.87
corazones-en-la-atlantida,28,8.0,7.81,6.43
tierras-rojas,107,10.0,9.54,7.75
dolores-claiborne,267,8.0,7.78,6.38
la-princesa-de-hielo,221,8.0,8.0,6.6
el-juego-de-gerald,248,6.0,5.83,4.64
descansa-en-paz,1050,6.0,6.54,6.34
la-noche-de-la-usina,546,9.0,8.98,8.48
tormenta-de-espadas-cancion-de-hielo-y-fuego-3,392,10.0,10.0,9.24
historia-de-dos-ciudades,312,6.0,6.03,6.26
las-horas-distantes,13,5.0,5.14,5.47
ines-del-alma-mia,65,8.0,7.74,6.62
tormenta-de-espadas-cancion-de-hielo-y-fuego-3,1160,10.0,9.58,9.03
la-novia-oscura,8,9.0,8.46,7.88
los-litigantes,213,6.0,6.6,7.77
la-paloma,468,8.0,7.56,7.26
el-perfume,279,10.0,9.39,8.51
alex-un-caso-del-comandante-camille-verhoeven-2,181,8.0,8.04,7.92
lobo-negro-un-skin,88,6.0,6.22,7.25
esta-noche-la-libertad,44,8.0,7.7,6.73
cinco-semanas-en-globo,271,6.0,5.95,5.82
la-muerte-invisible,20,9.0,8.8,6.82
el-planeta-de-los-simios,312,6.0,6.16,6.07
congo,102,7.0,6.97,6.8
el-templo-de-las-ilusiones,284,6.0,6.12,6.25
desapegarse-sin-anestesia,161,6.0,6.17,7.51
el-codigo-da-vinci,96,4.0,4.5,6.02
historia-disparatada-de-espana,149,6.0,5.99,7.04
dos-velas-para-el-diablo,271,10.0,9.72,6.5
entrelazados,1873,10.0,8.91,10.0
el-aguila-en-el-desierto-libro-vii-de-quinto-licinio-cato-un-centurion-en-judea,169,7.0,7.06,6.79
la-plaga-1,273,8.0,7.93,7.79
el-fabuloso-barco-fluvial,102,6.0,6.2,6.8
lazarillo-de-tormes,257,6.0,6.39,6.88
un-gato-en-el-palomar,92,7.0,6.99,6.82
jaque-al-psicoanalista,167,9.0,8.9,7.18
dragon-ball-n-8,102,8.0,7.82,6.8
un-asunto-de-honor,408,7.0,6.81,6.96
el-sanador-de-caballos,155,10.0,9.46,7.17
los-tres-mosqueteros,258,8.0,7.89,8.27
tenemos-que-hablar-de-kevin,45,8.0,7.95,7.41
niebla,253,8.0,8.08,8.96
la-novia-gitana,1785,8.0,8.03,8.08
los-peces-no-cierran-los-ojos,88,8.0,7.81,7.25
la-isla-bajo-el-mar,96,8.0,7.6,7.33
niebla,126,9.0,8.94,8.54
las-guerras-cabezon,62,6.0,6.09,6.97
la-familia-corleone,229,8.0,7.59,7.06
el-primer-y-ultimo-amor-hotel-boonsboro-2,236,10.0,9.77,8.7
el-asesinato-del-profesor-de-matematicas,255,5.0,5.18,6.21
el-coronel-no-tiene-quien-le-escriba,773,8.0,7.79,7.99
homo-erectus-manual-para-hombres-que-no-deben-leer-las-mujeres-aunque-alla-ellas-,41,7.0,6.99,6.83
el-hombre-de-tiza,243,6.0,6.25,6.73
la-tempestad-1,102,7.0,6.94,6.8
cuentos-completos-5,284,8.0,7.85,6.25
el-nino-pajaro,233,10.0,9.73,7.71
los-ultimos-espanoles-de-mauthausen,62,6.0,6.12,6.97
la-maga,176,8.0,7.76,7.07
danza-de-dragones-cancion-de-hielo-y-fuego-5,117,7.0,7.05,7.08
todo-esto-te-dare,100,7.0,7.37,6.8
la-llave-104,82,6.0,5.94,5.57
orientalismo,232,8.0,7.89,7.35
la-cizana,62,10.0,9.58,6.97
el-mercader-de-venecia-1,279,8.0,7.75,7.86
la-lanza-del-destino-cronicas-de-widukind-iii,126,7.0,7.03,7.48
el-diario-de-ana-frank,85,7.0,6.64,6.3
laberinto-de-muerte,25,7.0,7.22,7.67
el-palacio-de-la-luna,96,6.0,6.28,7.41
luces-de-bohemia,128,6.0,6.16,6.73
ensayo-sobre-la-ceguera,679,9.0,8.99,7.01
centurion-libro-viii-de-quinto-licinio-cato-la-rebelion-amenaza-al-imperio-romano,161,9.0,8.68,7.51
veronika-decide-morir,284,6.0,5.89,5.4
camille-un-caso-del-comandante-camille-verhoeven-4,212,5.0,5.27,6.19
el-cumpleanos-secreto,181,9.0,9.07,8.17
la-abadia-de-northanger,32,6.0,6.3,7.44
la-magia-de-la-vida,1876,9.0,8.26,9.0
una-noche-con-sabrina-love,276,8.0,7.64,7.22
un-millon-de-gotas,220,7.0,7.13,7.27
tenemos-que-hablar-de-kevin,271,9.0,9.04,6.93
veneno-para-la-corona,169,6.0,5.97,6.79
el-libro-de-la-senorita-buncle,244,8.0,7.89,7.13
el-clan-del-oso-cavernario-los-hijos-de-la-tierra-i,117,6.0,6.24,7.04
no-esta-solo,61,7.0,7.01,8.06
sangre-romana-roma-sub-rosa-1,169,7.0,6.96,6.79
educacion-siberiana,757,8.0,7.7,8.5
el-conde-de-montecristo,2741,8.0,8.17,9.52
el-juego-del-angel-el-cementerio-de-los-libros-olvidados-2,864,8.0,7.93,7.92
el-rumor-del-oleaje,201,8.0,7.94,7.26
artificios,309,5.0,5.81,7.5
claudio-el-dios-y-su-esposa-mesalina,102,8.0,7.93,6.8
requiem-por-un-campesino-espanol,292,8.0,8.0,8.34
beatriz-y-los-cuerpos-celestes,219,4.0,4.27,5.52
harry-potter-y-el-misterio-del-principe,228,9.0,8.96,8.12
el-murcielago-harry-hole-1,25,8.0,7.64,7.67
ganar-en-la-bolsa-es-posible-el-metodo-ajram,277,6.0,6.08,7.1
la-rosa-de-plata,300,4.0,4.34,6.68
espartaco-rebelion,235,8.0,7.94,7.9
cometas-en-el-cielo,122,8.0,7.93,7.93
la-suma-de-los-dias,122,6.0,6.12,7.14
las-siete-pruebas-1,176,7.0,6.98,7.07
el-pais-escondido,273,10.0,9.67,8.61
la-hija-del-curandero,128,8.0,7.92,6.93
episodios-nacionales-primera-serie-la-guerra-de-la-independencia,133,10.0,9.85,9.11
los-reyes-malditos-v-la-loba-de-francia,227,8.0,7.97,6.86
la-ciudad-del-fuego,220,7.0,6.81,6.69
lo-que-el-viento-se-llevo,91,9.0,8.86,8.37
middlesex,93,9.0,8.71,8.24
la-sonrisa-etrusca,154,10.0,9.46,7.88
guerra-y-trementina,145,7.0,6.97,6.86
yo-julia,300,7.0,7.11,7.14
el-desafio-de-becca-el-divan-de-becca-2,373,8.0,8.04,7.74
palmeras-en-la-nieve,119,5.0,5.97,7.79
la-fuente-de-la-edad,253,7.0,7.16,7.88
rebelion-en-la-granja,1656,9.0,8.83,9.82
el-justiciero-cruel-una-historia-diferente-de-castilla-ii,126,8.0,7.97,7.48
heredaran-los-ricos,230,9.0,8.76,7.65
el-mundo-de-sofia-novela-sobre-la-historia-de-la-filosofia,91,7.0,7.25,7.64
ines-del-alma-mia,18,8.0,8.1,7.4
el-nombre-de-la-rosa,474,5.0,5.24,4.67
lo-que-no-te-mata-te-hace-mas-fuerte-millennium-iv,232,6.0,6.07,7.15
la-ladrona-de-libros,220,8.0,7.94,7.35
obabakoak,22,7.0,7.1,7.71
itahisa,131,7.0,7.16,8.12
ojos-de-fuego,64,8.0,7.84,5.95
manana-te-toca-a-ti,304,3.0,3.11,6.06
la-historia-interminable,68,6.0,5.71,6.59
mariposa-en-la-sombra,115,8.0,7.97,7.83
el-gran-gatsby,85,6.0,6.65,6.5
damas-chinas,13,7.0,6.88,5.21
los-cipreses-creen-en-dios,98,9.0,8.9,8.07
ascension-hombre,3044,4.0,5.1,4.0
bartleby-el-escribiente,43,8.0,8.02,7.59
tengo-ganas-de-ti,273,6.0,6.31,6.19
el-guardian-invisible-trilogia-del-baztan-1,197,8.0,8.06,7.1
una-danza-para-la-musica-del-tiempo-primavera,271,8.0,7.91,6.5
seriemania-la-guia-para-elegir-tu-proxima-serie-favorita,300,6.0,6.07,6.68
la-insolita-pasion-del-vendedor-de-lenceria,132,6.0,6.54,7.3
la-verdad-sobre-el-caso-harry-quebert,21,7.0,7.63,7.88
quedate-conmigo,86,3.0,3.2,5.65
un-faccioso-mas-y-algunos-frailes-menos,126,8.0,7.96,7.48
lo-que-mas-me-gusta-son-los-monstruos,170,10.0,9.77,8.79
el-senor-de-los-anillos-i-la-comunidad-del-anillo,744,7.0,7.4,8.92
aguacero,660,5.0,5.02,4.14
el-asesinato-de-socrates-1,21,8.0,7.83,6.8
el-viejo-y-el-mar,156,7.0,6.86,6.77
arrancad-las-semillas-fusilad-a-los-ninos,248,8.0,7.82,6.15
el-verano-de-los-juguetes-muertos,309,9.0,8.13,7.97
la-profecia-romanov,102,2.0,2.68,6.8
para-siempre-5,151,9.0,8.93,6.81
la-chica-que-sonaba-con-una-cerilla-y-un-bidon-de-gasolina-millennium-ii,137,8.0,8.11,7.85
mi-familia-y-otros-animales,220,7.0,6.83,7.24
el-visitante-2,656,7.0,6.97,6.63
el-cerebro-humano,91,7.0,7.1,7.46
homo-machus-de-animales-a-hombres,50,10.0,9.87,6.71
84-charing-cross-road,156,7.0,6.8,7.13
cincuenta-sombras-de-grey-trilogia-cincuenta-sombras-1,207,4.0,3.84,4.31
el-laberinto-de-los-espiritus-el-cementerio-de-los-libros-olvidados-4,108,8.0,7.95,8.03
apocalipsis-pesadillas-americanas,309,8.0,7.63,7.5
el-destino-de-los-heroes,35,8.0,7.46,7.56
todo-esto-te-dare,295,7.0,6.88,8.08
casa-de-verano-con-piscina,733,7.0,7.41,7.5
caligrafia-de-los-suenos,169,8.0,7.75,6.79
maldito-karma,309,5.0,5.89,6.66
bienaventurados-los-sedientos,32,6.0,6.14,7.44
choque-de-reyes-cancion-de-hielo-y-fuego-2,1159,8.0,7.61,8.06
de-quien-te-escondes,76,9.0,8.66,7.41
suenos-olvidados-y-otros-relatos,970,8.0,8.21,9.05
la-conspiracion,139,1.0,2.52,5.52
a-vuestros-cuerpos-dispersos,117,9.0,8.73,6.49
la-mala-hora,4,7.0,6.97,6.57
miguel-strogoff,0,9.0,8.64,7.28
el-laberinto-de-los-espiritus-el-cementerio-de-los-libros-olvidados-4,2507,8.0,8.14,8.43
las-lagrimas-azules,614,4.0,4.85,7.0
desolacion,228,8.0,7.64,7.16
el-anatomista,2905,8.0,7.85,8.0
fray-perico-y-su-borrico,128,7.0,7.0,6.93
teoria-king-kong,290,6.0,6.55,7.74
firmin,102,8.0,7.82,6.91
instrumental-memorias-de-musica-medicina-y-locura,309,8.0,7.87,8.13
veinte-poemas-de-amor-y-una-cancion-desesperada,110,9.0,8.37,7.65
vive-como-puedas,4,8.0,7.99,6.57
las-dos-espadas,235,7.0,7.36,7.9
mal-de-escuela,204,5.0,5.28,6.39
los-hombres-que-no-amaban-a-las-mujeres-millennium-i,1430,7.0,7.1,7.81
el-horror-de-dunwich,1739,10.0,9.13,9.65
bajo-los-vientos-de-neptuno,13,2.0,2.27,5.21
el-poder-de-los-introvertidos,297,9.0,8.79,8.28
after-dark,248,4.0,4.44,5.92
la-ciudad-del-horizonte,35,7.0,7.1,7.56
un-mundo-feliz,274,8.0,7.78,7.97
rebelion-en-la-granja,693,7.0,7.18,6.97
patria,243,8.0,8.07,8.26
guerreros-de-la-tormenta,126,8.0,7.96,7.48
venganza-en-sevilla-la-vida-extraordinaria-de-martin-ojo-de-plata-2,216,6.0,6.02,6.33
juntacadaveres,216,7.0,6.95,7.01
el-temor-de-un-hombre-sabio,102,8.0,7.81,6.92
el-paciente,273,9.0,8.61,8.2
el-caso-fitzgerald,35,7.0,7.34,7.56
la-nariz-y-otros-cuentos,271,2.0,2.28,6.5
fraude-al-descubierto,44,6.0,6.2,6.73
insomnio-5,99,10.0,9.95,8.07
trifero,248,6.0,6.01,6.15
el-cumpleanos-secreto,60,9.0,8.48,7.61
el-conde-de-montecristo,2538,10.0,9.39,8.35
el-gran-lord-cronicas-del-mago-negro-iii,260,8.0,8.21,8.46
matar-a-un-ruisenor,144,8.0,8.03,7.96
los-abel,220,6.0,6.12,6.69
el-conde-de-montecristo,514,10.0,9.4,8.37
alicia-en-el-pais-de-las-maravillas,62,8.0,7.96,6.99
el-poder-del-perro,235,8.0,8.56,8.98
el-leviatan,265,8.0,7.96,8.17
el-maestro-de-la-inocencia,169,7.0,6.96,6.79
la-voz-dormida,145,8.0,7.99,7.82
los-inmortales-1,225,7.0,7.17,7.29
enamorate-de-ti-el-valor-imprescindible-de-la-autoestima,88,6.0,6.16,7.25
eclipse-saga-crepusculo-iii,64,8.0,7.55,6.09
la-isla-bajo-el-mar,40,10.0,9.94,9.3
dexter-por-decision-propia,312,3.0,3.5,6.07
los-tres-grandes-retos-del-estado-de-bienestar,168,6.0,6.12,6.65
si-esto-es-un-hombre,62,6.0,6.39,7.83
a-sangre-y-fuego-heroes-bestias-y-martires-de-espana,212,7.0,6.96,7.43
el-segundo-sexo,37,9.0,8.93,7.38
huesos-en-el-jardin,44,6.0,6.01,6.39
el-prisionero-del-cielo-el-cementerio-de-los-libros-olvidados-3,286,9.0,8.74,8.68
la-chica-del-tren,48,7.0,6.7,6.4
el-hombre-duplicado,199,7.0,7.26,7.09
taiko-1-el-habil-cara-de-mono,1555,7.0,7.31,7.0
martes-con-mi-viejo-profesor,88,5.0,5.59,6.68
el-juego-del-angel-el-cementerio-de-los-libros-olvidados-2,363,8.0,7.94,8.0
choque-de-reyes-cancion-de-hielo-y-fuego-2,475,8.0,7.82,8.11
la-dulce-envenenadora,160,5.0,5.58,8.11
el-largo-camino-a-casa-la-torre-oscura,233,9.0,8.73,7.71
la-reina-sin-nombre,137,6.0,6.01,7.3
la-carretera,120,5.0,5.41,6.65
al-sur-de-granada-un-ingles-en-la-alpujarra,133,10.0,9.72,9.11
quien-se-ha-llevado-mi-queso-como-adaptarnos-a-un-mundo-en-constante-cambio,292,2.0,2.41,5.63
todo-lo-que-sucedio-con-miranda-huff,243,5.0,5.64,6.44
el-juego-del-angel-el-cementerio-de-los-libros-olvidados-2,936,4.0,4.16,4.92
cinco-esquinas,199,9.0,8.55,6.64
la-clave-esta-en-rebeca,282,7.0,6.78,6.94
los-hijos-del-capitan-grant,201,8.0,7.74,6.86
irse-a-madrid-y-otras-columnas,163,7.0,6.95,6.75
el-guardian-invisible-trilogia-del-baztan-1,25,7.0,7.33,7.69
muerte-en-un-pais-extrano,235,8.0,7.81,7.9
edipo-rey,102,7.0,6.89,6.8
viaje-al-centro-de-la-tierra,61,8.0,7.69,6.41
cincuenta-sombras-mas-oscuras-trilogia-cincuenta-sombras-2,249,8.0,7.59,5.46
la-chica-de-sus-suenos,176,6.0,6.06,7.07
que-nadie-duerma,195,7.0,6.83,6.87
la-dama-del-alba,300,8.0,7.89,6.68
melocoton-loco,1622,6.0,6.31,6.2
el-jardin-olvidado,295,10.0,9.29,8.37
leyendas-2,300,8.0,7.82,6.79
solsticio-de-invierno-1,288,6.0,6.12,6.92
noroeste,126,5.0,5.18,7.48
la-casa-alemana,347,6.0,6.15,6.62
el-oro-del-rey-alatriste-iv,169,7.0,6.72,6.42
historia-del-mundo-contada-para-escepticos,254,7.0,7.35,7.39
therese-raquin,305,7.0,7.06,8.02
tengo-tanto-que-contarte,169,6.0,6.01,6.79
un-mundo-sin-fin-los-pilares-de-la-tierra-2,123,7.0,7.4,7.56
choque-de-reyes-cancion-de-hielo-y-fuego-2,498,6.0,6.81,8.07
un-circo-pasa,88,6.0,6.27,7.25
la-reina-del-sur,117,6.0,6.06,6.12
300,312,5.0,5.27,6.07
la-llegada-de-los-tres-la-torre-oscura-ii,33,10.0,9.69,7.87
el-umbral-de-la-eternidad-the-century-3,86,3.0,3.38,6.1
quai-d-orsay-2-cronicas-diplomaticas,141,9.0,8.73,6.69
el-alquimista-impaciente,273,8.0,8.15,7.7
la-novia-gitana,835,10.0,9.72,9.66
el-guerrero-a-la-sombra-del-cerezo,98,10.0,9.85,7.96
la-doctora-cole,284,4.0,4.35,5.24
el-mercader-y-la-bruja,116,4.0,4.29,6.67
firmin,286,9.0,8.29,8.28
el-mar-infinito,277,8.0,7.75,7.1
battle-royale,2668,8.0,8.13,8.0
eva-luna,137,8.0,7.79,6.35
una-columna-de-fuego-los-pilares-de-la-tierra-3,302,7.0,6.95,6.44
los-hombres-que-no-amaban-a-las-mujeres-millennium-i,2085,10.0,9.77,9.69
la-caceria-2,20,4.0,3.9,6.82
la-muerte-de-ivan-ilich,312,6.0,6.04,6.21
pasajes-de-la-historia-de-la-batalla-de-las-termopilas-al-baron-rojo,91,9.0,8.61,7.46
la-red-purpura,62,9.0,8.88,7.65
carta-de-una-desconocida-leporella,88,9.0,8.97,7.25
la-caida-de-los-gigantes-the-century-1,55,8.0,7.82,7.63
la-espuma-de-los-dias,204,5.0,4.92,4.69
los-besos-en-el-pan,183,7.0,7.13,6.66
la-isla-del-tesoro,271,6.0,6.21,6.64
las-ventanas-del-cielo,127,9.0,8.3,7.72
la-hermandad-de-la-sabana-santa,106,6.0,5.87,5.77
el-secreto-de-colon-un-as-en-la-manga-de-dios,139,7.0,7.09,7.01
el-regalo-3,123,6.0,5.73,7.69
bartleby-y-compania-la-pregunta-de-florencia,85,5.0,5.93,6.76
un-voluntario-realista,255,6.0,6.01,6.21
el-accionista-mayoritario,151,6.0,6.09,6.81
dune,308,7.0,7.47,7.78
la-ladrona-de-libros,292,9.0,8.84,8.51
odisea,91,8.0,7.78,7.38
degenerado,260,8.0,7.93,8.46
el-diario-de-ana-frank,1391,9.0,8.92,9.0
querida-hija,201,4.0,4.37,7.26
la-tierra-dormida,13,2.0,2.28,5.21
esperando-a-godot,199,6.0,6.09,7.05
no-confies-en-nadie,80,8.0,8.28,7.82
el-hobbit,102,9.0,8.28,7.37
veinte-poemas-de-amor-y-una-cancion-desesperada,201,8.0,8.15,8.17
origen-1,249,5.0,5.19,5.89
memorias-de-idhun-ii-triada,235,7.0,7.33,7.9
porque-eramos-jovenes,300,4.0,4.21,6.68
el-cartero-siempre-llama-dos-veces,392,9.0,8.74,8.63
sorry,44,6.0,6.25,6.72
el-maestro-de-esgrima,312,6.0,6.09,5.75
tormenta-de-espadas-cancion-de-hielo-y-fuego-3,1164,10.0,9.72,10.0
doble-silencio,228,7.0,6.95,7.16
el-silmarillion,233,6.0,5.68,6.35
las-hermanas-romanov,108,8.0,7.79,7.38
el-prisionero-del-cielo-el-cementerio-de-los-libros-olvidados-3,216,7.0,6.93,7.41
cristo-con-un-fusil-al-hombro,375,8.0,7.73,8.0
pideme-lo-que-quieras,718,4.0,4.13,7.45
el-fuego,695,3.0,3.15,3.71
el-tribunal-de-las-almas,718,10.0,9.37,8.24
el-nino-con-el-pijama-de-rayas,155,6.0,6.47,6.84
el-trompetista-del-utopia,201,7.0,7.09,7.26
tantos-lobos,167,6.0,6.18,7.6
ensayo-sobre-la-lucidez,216,7.0,7.08,5.91
enigmas-sin-resolver-ii,4,6.0,6.09,6.57
v-de-vendetta,126,1.0,1.59,7.84
los-mares-del-sur,85,7.0,6.8,6.76
el-puente-de-alcantara,108,8.0,7.95,8.37
cien-anos-de-soledad,122,10.0,9.44,8.42
el-juego-de-ender,267,6.0,6.02,6.8
la-red-purpura,1039,9.0,9.26,8.79
los-besos-no-se-gastan,2113,8.0,8.0,7.67
ofrenda-a-la-tormenta-trilogia-del-baztan-3,257,6.0,6.31,7.6
tormenta-de-espadas-cancion-de-hielo-y-fuego-3,336,8.0,8.08,7.74
el-homenaje,141,7.0,6.95,6.69
el-difunto-matias-pascal,92,8.0,7.82,6.82
centurio,161,8.0,7.86,7.51
sandman-07-vidas-breves,102,9.0,8.7,6.8
el-laberinto-de-los-espiritus-el-cementerio-de-los-libros-olvidados-4,2509,10.0,9.97,9.96
en-el-camino,60,5.0,5.39,6.32
la-arana-negra-tomo-i,196,6.0,6.22,7.03
un-milagro-en-equilibrio,154,8.0,7.81,7.18
ni-lo-ves-ni-lo-veras-inspectora-helen-grace-2,582,8.0,8.16,8.04
la-ciudadela,67,8.0,7.88,7.31
anos-luz,128,9.0,8.79,6.93
la-historia-mas-bella-del-mundo-1,265,7.0,7.22,8.17
tres-maneras-de-volcar-un-barco,31,7.0,6.95,6.31
la-nieta-del-senor-linh,275,5.0,5.15,7.45
maleficio,102,7.0,6.82,6.45
rebelion-en-la-granja,1680,10.0,9.56,9.39
el-envio,1455,1.0,1.39,4.6
el-laberinto-de-los-espiritus-el-cementerio-de-los-libros-olvidados-4,216,8.0,7.95,7.32
los-hombres-que-no-amaban-a-las-mujeres-millennium-i,3427,7.0,7.05,7.69
la-mujer-de-otro,279,7.0,7.03,7.57
el-extranjero-1,92,10.0,9.09,7.01
todo-esto-te-dare,44,8.0,7.84,7.3
un-extrano-en-casa-1,271,9.0,8.75,5.99
olvide-decirte-quiero,154,7.0,7.01,7.18
aprender-a-vivir-filosofia-para-mentes-jovenes,206,6.0,6.26,6.75
tantos-tontos-topicos,128,3.0,3.38,6.93
sostiene-pereira,271,4.0,4.18,7.01
el-imperio-final-nacidos-de-la-bruma-mistborn-1,62,8.0,8.17,8.24
miedo-me-da,267,6.0,6.05,6.31
rayuela,292,10.0,9.73,7.91
la-larga-marcha,125,7.0,6.85,6.6
la-danza-de-los-tulipanes,243,8.0,8.02,7.66
el-silencio-de-la-ciudad-blanca-trilogia-de-la-ciudad-blanca-1,89,8.0,7.51,7.43
los-piratas-de-halifax,201,7.0,6.96,7.26
ready-player-one,3021,9.0,8.91,8.98
la-reina-roja-1,60,7.0,6.92,7.02
el-gran-frio,235,9.0,8.48,8.59
el-efecto-marcus,309,8.0,7.5,7.5
el-ultimo-caton,151,6.0,6.33,6.25
el-temor-de-un-hombre-sabio,2565,5.0,5.21,5.48
el-monstruo-de-colores,300,7.0,7.17,6.77
como-agua-para-chocolate,86,5.0,4.94,5.72
ensayo-sobre-la-lucidez,41,4.0,4.15,5.69
adios-a-las-armas,85,7.0,6.66,6.76
empresas-y-tribulaciones-de-magroll-el-gaviero,276,7.0,7.0,7.22
el-subdito,85,6.0,6.29,6.76
las-huellas-de-la-vida,21,8.0,7.76,6.99
requiem-por-un-campesino-espanol,143,8.0,8.17,7.59
el-temor-de-un-hombre-sabio,435,8.0,7.94,8.38
la-estela-de-los-perfumes,220,6.0,6.21,6.69
el-asirio,235,9.0,8.14,7.39
mil-soles-esplendidos,145,9.0,8.44,8.03
el-temor-de-un-hombre-sabio,2564,8.0,8.03,8.48
el-pistolero-la-torre-oscura-i,63,10.0,9.38,7.28
ordenes-sagradas,2079,6.0,6.5,7.4
la-abadia-de-los-acrobatas,13,4.0,4.14,5.21
las-praderas-del-cielo,144,8.0,7.9,7.19
el-arte-de-amar,94,7.0,7.26,7.67
comunicacion-no-violenta-un-lenguaje-de-vida,49,10.0,9.63,7.36
la-joven-de-las-naranjas,220,7.0,6.81,6.69
sinsajo-los-juegos-del-hambre-3,107,7.0,7.08,7.9
vestido-de-novia,167,1.0,1.74,7.25
el-libro-de-las-almas,289,7.0,7.25,8.28
la-caja-de-la-mariposa,948,10.0,9.31,9.0
por-quien-doblan-las-campanas,312,7.0,7.14,6.51
el-juego-del-angel-el-cementerio-de-los-libros-olvidados-2,927,1.0,1.42,1.0
blade-runner-suenan-los-androides-con-ovejas-electricas,32,9.0,8.73,7.67
guerra-y-paz,309,7.0,7.26,8.07
el-extranjero-1,274,9.0,8.51,7.81
2084-el-fin-del-mundo,126,5.0,5.18,7.48
haz-reir-haz-reir-vida-y-obra-de-enrique-jardiel-poncela,62,6.0,6.13,6.97
el-faro-del-silencio,29,7.0,7.19,7.71
la-historia-interminable,201,5.0,5.39,7.33
matar-a-un-ruisenor,43,8.0,8.37,7.79
el-principito,219,3.0,3.46,5.61
la-delicadeza,88,5.0,5.76,7.5
el-club-dante,268,3.0,3.72,7.76
accion-travesti-callejera-revolucionaria,1229,10.0,9.26,8.0
